task_id,pipeline_id,y
M4_M34564,786,-2291.238460418299
M4_M34564,107,-2282.7471927391284
M4_M34564,165,-8574.406585922035
M4_M34564,143,-9025.050061466194
M4_M34564,120,-2562.7060142807863
M4_M34564,915,-2493.361456315709
M4_M34564,310,-10260.360330581854
M4_M35054,1601,-5491.070727684465
M4_M35054,33,-5520.330777075221
M4_M35054,1602,-4984.119725626204
M4_M35054,1603,-5030.717288671288
M4_M35054,918,-5030.717288671288
M4_M35054,1515,-5497.526253458595
M4_M35054,1604,-4956.024740417278
M4_M35054,1605,-5030.717288971086
M4_M35054,1606,-5287.737016736538
M4_M35054,31,-10317.90116077421
M4_M35054,74,-10317.901060705555
M4_M35054,3,-10317.901219340658
M4_M35054,24,-10317.901074093432
M4_M35054,4,-10317.90106070555
M4_M35054,5,-8975.863195279577
M4_M35054,52,-5413.6040418104285
M4_M35054,44,-5093.869176343032
M4_M35054,41,-5030.717288671288
M4_M35054,89,-10317.90116077421
M4_M35054,8,-5419.317325114145
M4_M35054,349,-5291.259033984319
M4_M35054,63,-12896.55205691298
M4_M35054,26,-12896.55298477911
M4_M35054,14,-12896.462378232742
M4_M35054,253,-5075.590050717469
M4_M35054,995,-5287.73701724894
M4_M35054,18,-5798.8182511152745
M4_M35054,1607,-5522.682410581115
M4_M35054,1608,-8666.362519618973
M4_M35054,71,-5572.553012252666
M4_M35054,1609,-4808.909668411207
M4_M35054,1610,-5166.53681385264
M4_M35054,1611,-5030.717288671288
M4_M35054,1612,-5248.531479307226
M4_M35054,1613,-5251.650809474139
M4_M35054,1614,-5075.590050717469
M4_M35054,1615,-5287.73701724894
M4_M35054,1616,-5075.590050717469
M4_M35054,1617,-5287.73701724894
M4_M35054,479,-5571.140745084539
M4_M35054,22,-5572.553008876828
M4_M35054,46,-8928.928679975712
M4_M35216,274,-274.7408069477994
M4_M35216,701,-274.06676107005256
M4_M35216,303,-273.60835844834577
M4_M35216,275,-273.91917813374636
M4_M35216,28,-273.9392238850938
M4_M35216,359,-273.6085147223543
M4_M35216,49,-275.7714061407143
M4_M35216,31,-272.9274990965241
M4_M35216,263,-249.2329477421729
M4_M35216,74,-272.9274855396996
M4_M35216,392,-272.92759734053607
M4_M35216,82,-282.14933625983195
M4_M35216,24,-249.23297218183507
M4_M35216,4,-249.23294773877777
M4_M35216,724,-264.32075677672947
M4_M35216,5,-286.35773140798943
M4_M35216,60,-292.33552606546374
M4_M35216,41,-508.42859793254615
M4_M35216,1618,-273.9473595994369
M4_M35216,1619,-273.9473595994369
M4_M35216,388,-282.9615491268419
M4_M35216,8,-279.8194450579074
M4_M35216,108,-300.4705598104108
M4_M35216,137,-300.47057030719935
M4_M35216,43,-299.60277520635884
M4_M35216,14,-270.9615223818335
M4_M35216,15,-654.150828696689
M4_M35216,18,-279.81949550561853
M4_M35216,19,-311.42986121116
M4_M35216,37,-675.9643244234044
M4_M35305,67,-226.56563980752034
M4_M35305,1280,-125.36272758619846
M4_M35305,297,-197.20062857923648
M4_M35305,31,-139.1449775238255
M4_M35305,1620,-200.6403820666097
M4_M35305,1621,-125.3218382828222
M4_M35305,1470,-200.6403356832535
M4_M35305,263,-200.6404385315341
M4_M35305,1015,-200.64044153415216
M4_M35305,1622,-117.29145819736272
M4_M35305,1623,-116.93293591963568
M4_M35305,857,-172.90639460505807
M4_M35305,1298,-75.67729061712902
M4_M35305,3,-132.42089584771287
M4_M35305,4,-161.18858517973516
M4_M35305,1251,-161.1885851559675
M4_M35305,1624,-104.11808194811616
M4_M35305,725,-104.11970815762848
M4_M35305,171,-161.18833770955538
M4_M35305,1625,-118.77947350128584
M4_M35305,86,-118.77943029983838
M4_M35305,5,-118.77947677154698
M4_M35305,172,-101.39775914416418
M4_M35305,464,-167.09471176976356
M4_M35305,87,-104.12123623917958
M4_M35305,34,-161.18872327122588
M4_M35305,1626,-167.16786749665857
M4_M35305,1402,-167.16784649032354
M4_M35305,203,-352.9484640646378
M4_M35305,89,-139.1447796112646
M4_M35305,388,-180.25990011418938
M4_M35305,8,-217.4881996181625
M4_M35305,1055,-125.3219011734728
M4_M35305,1627,-125.32184994530768
M4_M35305,1628,-139.14500933109144
M4_M35305,757,-134.69386137565712
M4_M35305,758,-119.32060640785788
M4_M35305,53,-229.12628331999605
M4_M35305,160,-240.80381779668974
M4_M35305,1629,-140.22850213855347
M4_M35305,1630,-149.96582448951486
M4_M35305,1631,-160.41452193480498
M4_M35305,69,-304.6767950560717
M4_M35305,14,-2248.687051062277
M4_M35305,15,-1194.5841955697697
M4_M35305,613,-200.6403771056081
M4_M35305,324,-157.99055942845183
M4_M35305,1632,-143.64653220940687
M4_M35305,1256,-151.3991601308983
M4_M35305,1633,-104.12121289414807
M4_M35305,18,-240.80032375329804
M4_M35305,1634,-125.3221309989583
M4_M35305,1358,-151.39913799047054
M4_M35305,19,-219.3333297752439
M4_M35305,22,-211.31870022010202
M4_M35407,113,-965.8809368509034
M4_M35407,29,-680.6444635263971
M4_M35407,31,-624.4680008101027
M4_M35407,74,-624.4678339872684
M4_M35407,3,-624.4679722359514
M4_M35407,24,-624.4679650391126
M4_M35407,4,-549.2218176169713
M4_M35407,45,-561.635926244907
M4_M35407,8,-555.8832573778026
M4_M35407,108,-561.6359222805073
M4_M35407,1635,-536.6597312794066
M4_M35407,39,-565.8681842393261
M4_M35407,11,-457.26989598267045
M4_M35407,63,-460.6893570699836
M4_M35407,1636,-461.0147008516144
M4_M35407,77,-472.39666611913094
M4_M35407,336,-460.6893453419789
M4_M35407,402,-457.29961876261314
M4_M35407,1637,-460.7216673968616
M4_M35407,26,-460.68952282509696
M4_M35407,1638,-460.68952313986034
M4_M35407,13,-453.33082520947073
M4_M35407,14,-457.09103383420097
M4_M35407,1639,-472.60649617724016
M4_M35407,1640,-468.72809163745114
M4_M35407,365,-475.49550946117137
M4_M35407,110,-460.6892974684351
M4_M35407,15,-451.59437705471646
M4_M35407,111,-546.9038591739795
M4_M35407,106,-451.5944444021001
M4_M35407,1641,-462.3797208925276
M4_M35407,18,-561.6358939308685
M4_M35407,19,-561.7456032519268
M4_M35407,22,-561.7456065552689
M4_M35499,370,-1036.192577085965
M4_M35499,31,-1006.3888769982273
M4_M35499,874,-1072.2207797872331
M4_M35499,1470,-1072.2208948633581
M4_M35499,263,-980.059205619009
M4_M35499,74,-1072.221247377731
M4_M35499,1642,-1051.0197445859815
M4_M35499,392,-1072.2210170272317
M4_M35499,82,-1038.7854314485667
M4_M35499,3,-980.0591876564804
M4_M35499,59,-980.0591908917404
M4_M35499,24,-980.0591977154468
M4_M35499,4,-963.4027607140242
M4_M35499,84,-1037.5881116273204
M4_M35499,1643,-1072.22101972766
M4_M35499,86,-1038.785535284887
M4_M35499,5,-1038.785431449018
M4_M35499,464,-1038.78554518738
M4_M35499,87,-1038.7855435134607
M4_M35499,60,-1038.7856182889602
M4_M35499,35,-1164.757569609924
M4_M35499,8,-1093.5326659940517
M4_M35499,25,-1166.0758076445663
M4_M35499,72,-1991.3094031515586
M4_M35499,11,-1897.4176001473886
M4_M35499,77,-1658.113148694834
M4_M35499,26,-1965.972232763312
M4_M35499,14,-1006.3889029890288
M4_M35499,15,-1038.785431449017
M4_M35499,18,-1123.7707130690171
M4_M35499,144,-1128.7433426480773
M4_M35499,22,-1128.7434290365716
M4_M35499,37,-2412.4405373817704
M4_M35499,46,-1083.5711492993423
M4_M35499,1644,-1083.5711493222368
M4_M35499,317,-1083.5711493222684
M4_M35499,318,-1101.0276584739
M4_M35872,1645,-649.2894946137912
M4_M35872,29,-649.252268600157
M4_M35872,47,-782.998971578139
M4_M35872,31,-634.6957818246
M4_M35872,74,-637.0090156246343
M4_M35872,1646,-649.5843134529109
M4_M35872,1263,-649.5843134529109
M4_M35872,3,-634.6957802606206
M4_M35872,59,-649.5844554618327
M4_M35872,24,-634.6957825675958
M4_M35872,4,-634.6957370841728
M4_M35872,171,-649.5843100517187
M4_M35872,5,-656.3417388880637
M4_M35872,34,-649.5844528418893
M4_M35872,1402,-648.9645048478882
M4_M35872,394,-656.1771779282059
M4_M35872,45,-808.9919193118252
M4_M35872,8,-777.0301678896782
M4_M35872,75,-2.882873944333829e+17
M4_M35872,108,-808.9919099770888
M4_M35872,56,-1268.1073160058704
M4_M35872,11,-1444.9230524431132
M4_M35872,14,-1444.9227404501883
M4_M35872,15,-1390.0549078127044
M4_M35872,18,-790.1697557161073
M4_M35872,21,-808.5320401489195
M4_M35872,22,-767.1698227367036
M4_M35872,1499,-1157.889715607517
M4_M35872,46,-875.1367758628165
M4_M35933,28,-1006.8650000949971
M4_M35933,1647,-1006.8650951987019
M4_M35933,73,-1590.544590975409
M4_M35933,31,-1028.4779385198492
M4_M35933,3,-1050.1812776590841
M4_M35933,24,-1050.1812831005898
M4_M35933,4,-1050.1811743242497
M4_M35933,35,-888.1055905522695
M4_M35933,8,-780.4070982342222
M4_M35933,61,-887.8817097466307
M4_M35933,114,-1031.0951953203512
M4_M35933,75,-3.757335623527092e+17
M4_M35933,1648,-932.4635441987435
M4_M35933,1649,-870.156454480673
M4_M35933,11,-1452.8378018713386
M4_M35933,13,-1452.8580640499476
M4_M35933,14,-1452.7152988300265
M4_M35933,15,-1437.1129577874942
M4_M35933,1650,-1462.2442161920571
M4_M35933,585,-888.1378716973076
M4_M35933,228,-780.0562639431431
M4_M35933,1651,-869.558459970414
M4_M35933,1045,-869.5781507963115
M4_M35933,1652,-774.1706459909238
M4_M35933,1653,-767.6153780435512
M4_M35933,17,-888.106864658555
M4_M35933,18,-888.1068571690217
M4_M35933,22,-904.8203518884266
M4_M35933,46,-1216.7659158025078
M4_M35933,1644,-1216.7659157858855
M4_M36401,49,-2044.7683119757746
M4_M36401,113,-2013.326632080277
M4_M36401,31,-526.6117525844217
M4_M36401,263,-534.6081067474184
M4_M36401,261,-532.1211440379024
M4_M36401,1654,-526.5916620213618
M4_M36401,3,-526.5799052822939
M4_M36401,59,-532.9364563039984
M4_M36401,24,-526.5874525256013
M4_M36401,368,-532.9380828443337
M4_M36401,4,-526.6453954540079
M4_M36401,1655,-532.942328970309
M4_M36401,1656,-533.2615678287558
M4_M36401,1657,-532.9409724999725
M4_M36401,1658,-532.9410029552535
M4_M36401,1659,-532.9362460930448
M4_M36401,1660,-532.9362460930448
M4_M36401,725,-532.1238341554158
M4_M36401,1661,-532.1243208624073
M4_M36401,86,-532.1246876872235
M4_M36401,5,-532.1212699899695
M4_M36401,464,-532.1248053916881
M4_M36401,60,-532.1297673459356
M4_M36401,52,-1475.1896638265616
M4_M36401,149,-1788.4634830519954
M4_M36401,89,-528.7944644757847
M4_M36401,1662,-532.9366326230755
M4_M36401,8,-1201.2345036566585
M4_M36401,114,-2775.3977992673226
M4_M36401,75,-8.135122911084079e+17
M4_M36401,1663,-515.4594603817676
M4_M36401,43,-1189.0929643208656
M4_M36401,11,-1019.6601260066549
M4_M36401,13,-982.2679710765839
M4_M36401,14,-981.4656993442908
M4_M36401,324,-532.935992214565
M4_M36401,1256,-532.1247406095308
M4_M36401,1664,-532.1247404618242
M4_M36401,93,-532.9353710620779
M4_M36401,94,-532.9361825697935
M4_M36401,18,-1201.2036789571791
M4_M36401,548,-522.8909509338467
M4_M36401,1665,-515.4545624507891
M4_M36401,1443,-532.1244684647888
M4_M36401,97,-532.126852532703
M4_M36401,22,-1214.4107740487468
M4_M36401,46,-2405.5459601941
M4_M36641,1666,-119.04343021281016
M4_M36641,66,-262.1034152185987
M4_M36641,735,-118.00002481657204
M4_M36641,1667,-263.4036435399455
M4_M36641,1668,-109.20348014305905
M4_M36641,109,-155.265424766991
M4_M36641,584,-141.64290761793913
M4_M36641,47,-217.3241142082295
M4_M36641,4,-184.32249419907973
M4_M36641,119,-5.564606967839007e+16
M4_M36641,35,-111.4827989535804
M4_M36641,8,-111.9104819095473
M4_M36641,75,-1.2556383158468726e+16
M4_M36641,1522,-126.17637960038077
M4_M36641,25,-121.77162482894113
M4_M36641,181,-119.02503984869435
M4_M36641,364,-121.20583667729763
M4_M36641,136,-115.25210452751826
M4_M36641,72,-593.2761709243351
M4_M36641,26,-592.3812763326573
M4_M36641,14,-507.20168860195855
M4_M36641,1222,-111.77614802678978
M4_M36641,357,-110.2020959478886
M4_M36641,414,-120.83674768141695
M4_M36641,17,-111.90815852747413
M4_M36641,18,-111.90770858926852
M4_M36641,19,-121.30689437113186
M4_M36641,1669,-113.66865058780307
M4_M36641,430,-124.70948819309781
M4_M36641,32,-223.56684723311207
M4_M36641,143,-117.58556808374016
M4_M36641,144,-121.30699005521042
M4_M36641,22,-121.30620324981048
M4_M36641,37,-605.0436066361978
M4_M36641,154,-453.2470041485053
M4_M36641,46,-457.43861343014606
M4_M36658,630,-554.6970455394588
M4_M36658,1365,-687.0851931149201
M4_M36658,431,-774.7144958374923
M4_M36658,274,-730.3156000147854
M4_M36658,275,-730.3144851664155
M4_M36658,28,-730.3092255157786
M4_M36658,707,-730.3152781883142
M4_M36658,505,-382.6947398380286
M4_M36658,708,-383.92158495028343
M4_M36658,0,-383.78107030327465
M4_M36658,1670,-631.3509859992603
M4_M36658,29,-862.8280788988836
M4_M36658,31,-863.2089950907884
M4_M36658,3,-863.2089053289723
M4_M36658,4,-786.2339482765605
M4_M36658,5,-850.1732283854384
M4_M36658,87,-850.173229303703
M4_M36658,52,-692.3166231723881
M4_M36658,35,-821.2670341217828
M4_M36658,45,-815.248495319568
M4_M36658,149,-1672.2191134564064
M4_M36658,8,-660.00569999111
M4_M36658,42,-539.9087150209645
M4_M36658,53,-718.872347217898
M4_M36658,160,-660.0052349580523
M4_M36658,14,-1597.7212602451455
M4_M36658,15,-1586.0107586093666
M4_M36658,786,-569.4983000974628
M4_M36658,107,-534.8889502179304
M4_M36658,116,-783.9540239389199
M4_M36658,1671,-702.9835585010187
M4_M36658,1672,-537.07500291284
M4_M36658,430,-813.9544567373837
M4_M36658,559,-846.0822577429393
M4_M36658,21,-828.4487684018023
M4_M36658,32,-689.9296038198514
M4_M36658,22,-797.5704925920298
M4_M36695,0,-105.68217830209264
M4_M36695,98,-105.64185410994082
M4_M36695,263,-741.5379669753925
M4_M36695,3,-741.3349480931747
M4_M36695,4,-741.3271616312359
M4_M36695,5,-756.3774973218285
M4_M36695,41,-333.7539013504811
M4_M36695,35,-34.894959467004114
M4_M36695,45,-30.321578600824544
M4_M36695,1673,-30.322695888687
M4_M36695,1674,-27.74212386477721
M4_M36695,8,-27.73170924852833
M4_M36695,42,-238.87153098809495
M4_M36695,1281,-30.374021768347838
M4_M36695,136,-29.610713975682064
M4_M36695,137,-30.32159551303343
M4_M36695,1675,-27.74123021308498
M4_M36695,1676,-32.436655998000944
M4_M36695,217,-27.739711822122757
M4_M36695,1677,-30.322532330366002
M4_M36695,1678,-30.321614464633857
M4_M36695,327,-44.42349165184563
M4_M36695,1679,-30.321612893583872
M4_M36695,1680,-27.74122265315026
M4_M36695,669,-27.74122229602613
M4_M36695,158,-27.741222315611783
M4_M36695,1681,-30.32161469486451
M4_M36695,184,-27.741229417981444
M4_M36695,9,-30.32167457608362
M4_M36695,1682,-30.321614549737916
M4_M36695,1683,-30.321614549628055
M4_M36695,1684,-30.32161455118814
M4_M36695,1685,-30.32160259832445
M4_M36695,1686,-30.321674072733817
M4_M36695,1687,-30.321602787132925
M4_M36695,1688,-30.321627280356292
M4_M36695,43,-289.5424689505116
M4_M36695,11,-352.4080215024692
M4_M36695,12,-1788.8777684698152
M4_M36695,240,-352.4548587681234
M4_M36695,26,-352.40982396332157
M4_M36695,13,-352.4548293177242
M4_M36695,14,-325.59338752484985
M4_M36695,15,-326.1414299674744
M4_M36695,105,-326.14309040400684
M4_M36695,1222,-30.373482535607664
M4_M36695,357,-29.609492643459063
M4_M36695,414,-27.741359302776143
M4_M36695,17,-27.74124569311349
M4_M36695,18,-27.741224261273807
M4_M36695,483,-30.321627003026162
M4_M36695,332,-47.42237017971828
M4_M36695,245,-30.321673526717728
M4_M36695,21,-85.63995942127148
M4_M36695,22,-50.74687079439129
M4_M36829,28,-421.033317476831
M4_M36829,49,-423.89246599350446
M4_M36829,31,-558.7973190793692
M4_M36829,347,-544.2449761826084
M4_M36829,3,-558.7973112674075
M4_M36829,59,-558.7973169884064
M4_M36829,24,-558.797313174602
M4_M36829,4,-558.7972681483916
M4_M36829,5,-558.597571476142
M4_M36829,464,-558.597648703946
M4_M36829,8,-388.682079021062
M4_M36829,114,-415.35216427632054
M4_M36829,25,-447.8673111093562
M4_M36829,108,-447.8670253729051
M4_M36829,138,-438.63688092897877
M4_M36829,53,-372.91638653847104
M4_M36829,54,-807.5181951204394
M4_M36829,69,-888.2685253972381
M4_M36829,26,-604.113036998915
M4_M36829,14,-604.1130015218391
M4_M36829,15,-607.4713989855105
M4_M36829,111,-599.3334478061565
M4_M36829,357,-446.92356583730157
M4_M36829,17,-399.48961988015253
M4_M36829,18,-426.1570119620945
M4_M36829,19,-384.7485598817693
M4_M36829,71,-405.0973971389074
M4_M36829,1689,-436.90802942069126
M4_M36829,22,-418.16824860334486
M4_M36829,99,-569.9957818981899
M4_M36886,113,-356.1173627888027
M4_M36886,66,-522.866088513193
M4_M36886,250,-425.58951445038525
M4_M36886,1690,-433.16787584846116
M4_M36886,3,-1034.1126150880682
M4_M36886,4,-1034.0147322466437
M4_M36886,44,-416.15426055595
M4_M36886,41,-522.8661119270671
M4_M36886,35,-488.4062657728411
M4_M36886,45,-488.40461884482966
M4_M36886,7,-443.12857493548137
M4_M36886,8,-473.70381776087044
M4_M36886,349,-564.5688598577461
M4_M36886,108,-488.4046429239658
M4_M36886,1691,-425.58960648289536
M4_M36886,53,-499.17012886688946
M4_M36886,160,-488.4046317049699
M4_M36886,38,-530.8125914972613
M4_M36886,14,-1034.0985810069155
M4_M36886,15,-2525.6808890237157
M4_M36886,798,-634.9190886398982
M4_M36886,17,-485.0050669624366
M4_M36886,18,-473.70383469319137
M4_M36886,483,-488.40462669016944
M4_M36886,19,-509.9636222567956
M4_M36886,21,-488.93545840254905
M4_M36886,479,-414.0606374818606
M4_M36886,22,-499.88429441669126
M4_M36886,37,-932.558255624565
M4_M36886,1499,-437.4022006417854
M4_M36886,915,-456.93449711973767
M4_M36886,1692,-417.1299848791664
M4_M36886,1693,-417.1299848794649
M4_M36886,46,-537.2651105651825
M4_M36886,99,-488.098872040858
M4_M36886,132,-488.0988672827895
M4_M37206,326,-69.03668409686237
M4_M37206,942,-59.797961577212476
M4_M37206,147,-59.88105064288135
M4_M37206,0,-59.82635137437645
M4_M37206,127,-59.74150610385579
M4_M37206,277,-59.82099022354594
M4_M37206,31,-77.29824930613496
M4_M37206,1,-71.57119222699735
M4_M37206,3,-77.29905207383405
M4_M37206,4,-77.29717942881796
M4_M37206,5,-77.10168524880807
M4_M37206,52,-70.21301393230175
M4_M37206,8,-66.42521090317393
M4_M37206,1694,-68.47895385418899
M4_M37206,330,-68.47874571512607
M4_M37206,184,-69.75711891248044
M4_M37206,1695,-68.71073669355134
M4_M37206,13,-224.70705658999682
M4_M37206,14,-221.13530058309073
M4_M37206,15,-201.47483973768377
M4_M37206,17,-69.7573832414299
M4_M37206,18,-67.4817511817062
M4_M37206,141,-69.14949748615588
M4_M37206,19,-69.15054954860788
M4_M37206,71,-69.15081555403741
M4_M37206,21,-69.572146014194
M4_M37206,165,-68.9957064687671
M4_M37206,32,-69.56752426497962
M4_M37206,144,-69.15083146936684
M4_M37206,22,-69.02559360750264
M4_M37206,1696,-134.8675129041784
M4_M37206,46,-72.39931231033182
M4_M37276,112,-2057.111408480337
M4_M37276,29,-1068.4635508791687
M4_M37276,30,-2024.473340801603
M4_M37276,31,-1076.3262404267878
M4_M37276,1263,-1109.9196956369028
M4_M37276,1324,-1182.290127081238
M4_M37276,3,-1109.9196999238595
M4_M37276,59,-1230.1966908959469
M4_M37276,24,-1076.326231336405
M4_M37276,4,-1076.3261788338182
M4_M37276,750,-1176.4207823993067
M4_M37276,1697,-1109.9196568262043
M4_M37276,5,-1243.1282321270119
M4_M37276,89,-1230.1966927430146
M4_M37276,8,-1440.447608870977
M4_M37276,9,-2063.706543810874
M4_M37276,13,-2105.8029764915823
M4_M37276,14,-1977.3320738395005
M4_M37276,1457,-1568.8202220007834
M4_M37276,18,-2063.7065440722395
M4_M37276,21,-2036.5115318107848
M4_M37276,22,-2135.7794682097565
M4_M37276,46,-1114.3159883569963
M4_M37366,133,-175.46698075089412
M4_M37366,0,-215.58111345763618
M4_M37366,1698,-173.0298893745505
M4_M37366,169,-180.05419566369198
M4_M37366,100,-161.9838882727123
M4_M37366,390,-162.1981271056289
M4_M37366,1699,-163.75516627614954
M4_M37366,872,-169.2308007800367
M4_M37366,31,-161.92835010427783
M4_M37366,3,-161.92819585076037
M4_M37366,59,-161.92836745710997
M4_M37366,24,-161.9283557463612
M4_M37366,4,-161.92827332891537
M4_M37366,86,-164.24668611642485
M4_M37366,5,-164.24665268038316
M4_M37366,87,-164.24673424119644
M4_M37366,60,-164.2468391119534
M4_M37366,8,-169.77295755097848
M4_M37366,1700,-159.61455998785917
M4_M37366,11,-260.74395575944595
M4_M37366,26,-314.89193851990757
M4_M37366,14,-266.1598485634251
M4_M37366,15,-303.48032764306043
M4_M37366,17,-169.77295564964618
M4_M37366,18,-166.3256209274649
M4_M37366,162,-180.35041553290625
M4_M37366,245,-180.775370702537
M4_M37366,19,-176.92278585186432
M4_M37366,71,-176.9227930046035
M4_M37366,144,-176.92279248749023
M4_M37366,22,-176.9227871439846
M4_M37366,99,-200.04426469214454
M4_M37635,23,-435.7783774433374
M4_M37635,31,-147.02427497090056
M4_M37635,874,-108.38156870509385
M4_M37635,393,-152.9362831752731
M4_M37635,1263,-108.3574487231348
M4_M37635,3,-152.93625432323026
M4_M37635,24,-108.38165422708029
M4_M37635,4,-106.66540854853099
M4_M37635,85,-108.35744872287974
M4_M37635,86,-174.867723204404
M4_M37635,5,-174.86774485685734
M4_M37635,464,-174.86772404727026
M4_M37635,394,-212.95887283445336
M4_M37635,44,-827.7079745497564
M4_M37635,45,-277.96643799591567
M4_M37635,8,-276.22150367331614
M4_M37635,48,-282.91961261136083
M4_M37635,11,-134.61266977362916
M4_M37635,240,-567.4034298724147
M4_M37635,26,-567.4027298016931
M4_M37635,13,-134.61262008965147
M4_M37635,14,-134.61269827414299
M4_M37635,1154,-134.61269823273327
M4_M37635,15,-174.8677448565362
M4_M37635,1356,-180.88630470521775
M4_M37635,1641,-255.02949811983976
M4_M37635,1701,-257.0281412204652
M4_M37635,1702,-152.9362616794774
M4_M37635,1403,-147.02433942973758
M4_M37635,165,-309.07404745664707
M4_M37635,22,-282.23575438300963
M4_M37647,24,-176.5493050899914
M4_M37647,4,-176.5492986563353
M4_M37647,5,-173.53927948919196
M4_M37647,87,-173.5393075012191
M4_M37647,6,-173.82468511581305
M4_M37647,8,-122.08882594035738
M4_M37647,298,-3.5473032478384436e+16
M4_M37647,48,-133.1187704267829
M4_M37647,216,-134.3503796251598
M4_M37647,76,-199.4088161059257
M4_M37647,56,-129.1597553812641
M4_M37647,1108,-134.95699831384727
M4_M37647,14,-178.9896437616961
M4_M37647,15,-183.8886320223435
M4_M37647,17,-122.08878133484457
M4_M37647,18,-122.08866878616534
M4_M37647,503,-123.06753390699714
M4_M37647,245,-122.0887520073577
M4_M37647,187,-134.34047659797298
M4_M37647,22,-134.340513122761
M4_M37980,28,-158.3002374965017
M4_M37980,49,-158.27187661239813
M4_M37980,1703,-127.2997149936716
M4_M37980,489,-156.43091379609302
M4_M37980,109,-185.3171260346353
M4_M37980,370,-204.78088805908612
M4_M37980,4,-207.64113820287855
M4_M37980,5,-204.9223725670581
M4_M37980,41,-153.52830778813936
M4_M37980,8,-144.30576073824741
M4_M37980,1704,-139.08210801756374
M4_M37980,138,-150.5716189928814
M4_M37980,9,-152.6193546853312
M4_M37980,1705,-139.08210801756374
M4_M37980,1706,-127.2997149936716
M4_M37980,1707,-151.1133876204943
M4_M37980,53,-156.421985364752
M4_M37980,1708,-139.79085170047048
M4_M37980,1709,-127.29969493430747
M4_M37980,1710,-143.51793940891073
M4_M37980,11,-164.59024273358867
M4_M37980,26,-194.3346828143475
M4_M37980,13,-194.37440221397756
M4_M37980,14,-194.33435225457526
M4_M37980,15,-180.68730918623362
M4_M37980,253,-127.2997149936716
M4_M37980,577,-136.3639786029312
M4_M37980,17,-148.39625468966503
M4_M37980,18,-144.30522172497496
M4_M37980,19,-145.62074283678828
M4_M37980,21,-152.94272700975117
M4_M37980,22,-145.6207493928176
M4_M38216,40,-127.34134901995846
M4_M38216,73,-217.98552628783264
M4_M38216,31,-197.05213872765083
M4_M38216,263,-197.0517065592314
M4_M38216,24,-197.0520780262423
M4_M38216,4,-197.05116029308704
M4_M38216,1711,-197.0518778626263
M4_M38216,5,-198.22510605532088
M4_M38216,44,-192.0412419587024
M4_M38216,41,-196.88940645834336
M4_M38216,35,-125.2793259644617
M4_M38216,45,-125.27519063183486
M4_M38216,7,-123.95169166917685
M4_M38216,8,-126.48980871443422
M4_M38216,115,-127.63190342604362
M4_M38216,364,-128.90395174171712
M4_M38216,217,-127.00593479790689
M4_M38216,9,-126.69367233866377
M4_M38216,11,-299.8653639841726
M4_M38216,12,-619.3584569303003
M4_M38216,26,-299.86532397545744
M4_M38216,13,-299.7306576579003
M4_M38216,14,-299.7572953788835
M4_M38216,15,-298.8028922459309
M4_M38216,17,-127.00592156200206
M4_M38216,18,-127.00594997300914
M4_M38216,19,-128.90395154490975
M4_M38216,71,-128.90393732887836
M4_M38216,430,-129.90510766394263
M4_M38216,144,-128.90393503087458
M4_M38216,22,-128.9039573085727
M4_M38297,28,-75.2522267768399
M4_M38297,1712,-75.30214803567793
M4_M38297,1713,-70.44488368988685
M4_M38297,112,-81.74128664520426
M4_M38297,1714,-89.81447055592902
M4_M38297,30,-123.02547546597323
M4_M38297,31,-103.5884621126762
M4_M38297,3,-123.40470073018025
M4_M38297,24,-123.4045923372217
M4_M38297,4,-103.58781616938448
M4_M38297,5,-127.94707938732525
M4_M38297,52,-76.51457147341296
M4_M38297,44,-71.49299025526543
M4_M38297,45,-55.74144766524966
M4_M38297,7,-43.53919536928652
M4_M38297,8,-43.422386876852926
M4_M38297,217,-46.03258936801425
M4_M38297,9,-41.715063871076936
M4_M38297,26,-160.26042591033308
M4_M38297,13,-143.29547748073887
M4_M38297,14,-160.26020092150776
M4_M38297,15,-163.66399157319393
M4_M38297,27,-9.68789264600125e+16
M4_M38297,253,-49.9381876785659
M4_M38297,17,-55.74146464425859
M4_M38297,18,-55.741452050046206
M4_M38297,1715,-59.819732854279664
M4_M38361,584,-496.7101147212955
M4_M38361,31,-494.6123642361374
M4_M38361,3,-494.61231414727695
M4_M38361,4,-455.92368334378904
M4_M38361,44,-461.1096653281555
M4_M38361,45,-231.17905076932868
M4_M38361,8,-231.1791199891852
M4_M38361,75,-2.6718161846440125e+17
M4_M38361,25,-244.44572560330494
M4_M38361,173,-235.77708814947403
M4_M38361,62,-485.0015076376382
M4_M38361,77,-367.5755460730293
M4_M38361,26,-367.5754979460601
M4_M38361,14,-367.57554604195957
M4_M38361,15,-373.11826802686846
M4_M38361,106,-373.1182761710989
M4_M38361,228,-231.17906902402078
M4_M38361,17,-231.1790145693346
M4_M38361,18,-231.178633014021
M4_M38361,22,-268.79429486143545
M4_M38361,310,-276.8010529927101
M4_M38371,28,-139.19979556222984
M4_M38371,29,-68.43618974522307
M4_M38371,31,-81.27808784371337
M4_M38371,263,-68.6168748633687
M4_M38371,1015,-91.02935054533583
M4_M38371,1716,-68.6252137346582
M4_M38371,59,-68.62168924827718
M4_M38371,24,-68.62176970537294
M4_M38371,4,-68.62520406863025
M4_M38371,1717,-68.62168899901388
